Species,Gene,Genome,Localization,Complex,FPKM
Sconica,ndhH,Chloroplast,Chloroplast,ChlNDH,21837.15
Sconica,ndhI,Chloroplast,Chloroplast,ChlNDH,55182.22
Sconica,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,3369.71
Sconica,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,15476.29
Sconica,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,9457.89
Sconica,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,870.37
Sconica,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,2725.63
Sconica,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,16151.09
Sconica,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,9285.59
Sconica,Clp ATPase,Nuclear,Chloroplast,ClpP,2715.46
Sconica,Clp ATPase,Nuclear,Chloroplast,ClpP,2343.96
Sconica,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,2049.77
Sconica,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,1805.99
Sconica,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,856.86
Sconica,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,1826.65
Sconica,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,1619.07
Sconica,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,3472.04
Sconica,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,2232.14
Sconica,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,874.16
Sconica,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,1220.79
Sconica,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,650.44
Sconica,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,670.16
Sconica,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,14488.47
Sconica,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,14067.15
Sconica,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1006.47
Sconica,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,3515.32
Sconica,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,198.05
Sconica,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,2392.38
Sconica,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,3399.79
Sconica,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,863.08
Smacrodonta,AtpA,Chloroplast,Chloroplast,ChlAtp,160129.17
Smacrodonta,AtpB,Chloroplast,Chloroplast,ChlAtp,131001.42
Smacrodonta,AtpE,Chloroplast,Chloroplast,ChlAtp,160788.89
Smacrodonta,AtpF,Chloroplast,Chloroplast,ChlAtp,179088.87
Smacrodonta,AtpH,Chloroplast,Chloroplast,ChlAtp,537093.62
Smacrodonta,AtpI,Chloroplast,Chloroplast,ChlAtp,118830.02
Smacrodonta,ClpP,Chloroplast,Chloroplast,ClpP,44037.83
Smacrodonta,ndhB,Chloroplast,Chloroplast,ChlNDH,80612.97
Smacrodonta,ndhC,Chloroplast,Chloroplast,ChlNDH,23920.15
Smacrodonta,ndhD,Chloroplast,Chloroplast,ChlNDH,64665.53
Smacrodonta,ndhE,Chloroplast,Chloroplast,ChlNDH,69214.17
Smacrodonta,ndhG,Chloroplast,Chloroplast,ChlNDH,70694.01
Smacrodonta,ndhH,Chloroplast,Chloroplast,ChlNDH,26213.49
Smacrodonta,ndhI,Chloroplast,Chloroplast,ChlNDH,42298.69
Smacrodonta,ndhJ,Chloroplast,Chloroplast,ChlNDH,66269.05
Smacrodonta,ndhK,Chloroplast,Chloroplast,ChlNDH,42080.17
Smacrodonta,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,1464.98
Smacrodonta,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,8812.29
Smacrodonta,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,11348.74
Smacrodonta,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,2563.18
Smacrodonta,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,1306.29
Smacrodonta,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,34377.35
Smacrodonta,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,11984.86
Smacrodonta,Clp ATPase,Nuclear,Chloroplast,ClpP,2453.08
Smacrodonta,Clp ATPase,Nuclear,Chloroplast,ClpP,2433.45
Smacrodonta,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,1914.96
Smacrodonta,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,2281.08
Smacrodonta,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,1739.14
Smacrodonta,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,1734.21
Smacrodonta,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,861.39
Smacrodonta,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,2619.79
Smacrodonta,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,4404.84
Smacrodonta,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,633.01
Smacrodonta,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,1568.52
Smacrodonta,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,796.26
Smacrodonta,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,704.79
Smacrodonta,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,13578.31
Smacrodonta,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,14369.53
Smacrodonta,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,8203.89
Smacrodonta,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,915.67
Smacrodonta,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,3226.23
Smacrodonta,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,282.9
Smacrodonta,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,1576.63
Smacrodonta,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,3276.32
Smacrodonta,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,200.99
Snoctiflora,AtpA,Chloroplast,Chloroplast,ChlAtp,79935.22
Snoctiflora,AtpB,Chloroplast,Chloroplast,ChlAtp,98303.96
Snoctiflora,AtpE,Chloroplast,Chloroplast,ChlAtp,144923.13
Snoctiflora,AtpF,Chloroplast,Chloroplast,ChlAtp,823463.13
Snoctiflora,AtpH,Chloroplast,Chloroplast,ChlAtp,867688.69
Snoctiflora,AtpI,Chloroplast,Chloroplast,ChlAtp,166636.8
Snoctiflora,ClpP,Chloroplast,Chloroplast,ClpP,35498.69
Snoctiflora,ndhC,Chloroplast,Chloroplast,ChlNDH,67493.58
Snoctiflora,ndhD,Chloroplast,Chloroplast,ChlNDH,88395.29
Snoctiflora,ndhE,Chloroplast,Chloroplast,ChlNDH,246127.82
Snoctiflora,ndhG,Chloroplast,Chloroplast,ChlNDH,123993.68
Snoctiflora,ndhH,Chloroplast,Chloroplast,ChlNDH,118050.56
Snoctiflora,ndhI,Chloroplast,Chloroplast,ChlNDH,101003.66
Snoctiflora,ndhJ,Chloroplast,Chloroplast,ChlNDH,176299.71
Snoctiflora,ndhK,Chloroplast,Chloroplast,ChlNDH,175605.25
Snoctiflora,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,2539.76
Snoctiflora,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,2375.9
Snoctiflora,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,2107.82
Snoctiflora,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,785.04
Snoctiflora,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,2112
Snoctiflora,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,3233.24
Snoctiflora,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,2133.3
Snoctiflora,Clp ATPase,Nuclear,Chloroplast,ClpP,2185.41
Snoctiflora,Clp ATPase,Nuclear,Chloroplast,ClpP,2176.75
Snoctiflora,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,2065.37
Snoctiflora,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,1634.77
Snoctiflora,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,1742.58
Snoctiflora,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,2080.97
Snoctiflora,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,4777.43
Snoctiflora,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,2496.25
Snoctiflora,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,7249.64
Snoctiflora,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,438.39
Snoctiflora,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,2995.04
Snoctiflora,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,244.9
Snoctiflora,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,845.25
Snoctiflora,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,1438.74
Snoctiflora,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,1525.63
Snoctiflora,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,1692.63
Snoctiflora,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1129.18
Snoctiflora,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,185.95
Snoctiflora,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,367.27
Snoctiflora,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,246.55
Snoctiflora,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,883.29
Snoctiflora,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,399.99
Vigna,AtpA,Chloroplast,Chloroplast,ChlAtp,153157.8
Vigna,AtpB,Chloroplast,Chloroplast,ChlAtp,89058.19
Vigna,AtpE,Chloroplast,Chloroplast,ChlAtp,122395.69
Vigna,AtpF,Chloroplast,Chloroplast,ChlAtp,198600.85
Vigna,AtpH,Chloroplast,Chloroplast,ChlAtp,260250.84
Vigna,AtpI,Chloroplast,Chloroplast,ChlAtp,66069.88
Vigna,ClpP,Chloroplast,Chloroplast,ClpP,67442.12
Vigna,ndhA,Chloroplast,Chloroplast,ChlNDH,41602.25
Vigna,ndhB,Chloroplast,Chloroplast,ChlNDH,44421.5
Vigna,ndhC,Chloroplast,Chloroplast,ChlNDH,58409.59
Vigna,ndhD,Chloroplast,Chloroplast,ChlNDH,54050.17
Vigna,ndhE,Chloroplast,Chloroplast,ChlNDH,121190.89
Vigna,ndhF,Chloroplast,Chloroplast,ChlNDH,10152
Vigna,ndhG,Chloroplast,Chloroplast,ChlNDH,78026.76
Vigna,ndhH,Chloroplast,Chloroplast,ChlNDH,43900.15
Vigna,ndhI,Chloroplast,Chloroplast,ChlNDH,41611.32
Vigna,ndhJ,Chloroplast,Chloroplast,ChlNDH,25952.46
Vigna,ndhK,Chloroplast,Chloroplast,ChlNDH,73462.23
Vigna,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,2680.84
Vigna,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,2420.95
Vigna,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,12886.52
Vigna,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,1909.56
Vigna,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,2323.46
Vigna,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,6763.84
Vigna,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,12647.2
Vigna,Clp ATPase,Nuclear,Chloroplast,ClpP,3346.93
Vigna,Clp ATPase,Nuclear,Chloroplast,ClpP,309.53
Vigna,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,3209.85
Vigna,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,758.18
Vigna,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,980.34
Vigna,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,3602.4
Vigna,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,1073.69
Vigna,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,2145.92
Vigna,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,1543.82
Vigna,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,788.36
Vigna,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,1945.29
Vigna,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,611.13
Vigna,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,840.33
Vigna,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,26415.67
Vigna,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,19631.14
Vigna,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,946.15
Vigna,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1531.45
Vigna,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,1867.07
Vigna,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,415.5
Vigna,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,2410.81
Vigna,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,3735.88
Vigna,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,1284.68
Vits,AtpA,Chloroplast,Chloroplast,ChlAtp,90205.67
Vits,AtpB,Chloroplast,Chloroplast,ChlAtp,64064.97
Vits,AtpE,Chloroplast,Chloroplast,ChlAtp,84456.21
Vits,AtpF,Chloroplast,Chloroplast,ChlAtp,92876.95
Vits,AtpH,Chloroplast,Chloroplast,ChlAtp,424181.29
Vits,AtpI,Chloroplast,Chloroplast,ChlAtp,68156.13
Vits,ClpP,Chloroplast,Chloroplast,ClpP,102005.59
Vits,ndhA,Chloroplast,Chloroplast,ChlNDH,102145.66
Vits,ndhB,Chloroplast,Chloroplast,ChlNDH,53576.41
Vits,ndhC,Chloroplast,Chloroplast,ChlNDH,38526.16
Vits,ndhD,Chloroplast,Chloroplast,ChlNDH,31132.07
Vits,ndhE,Chloroplast,Chloroplast,ChlNDH,115828.13
Vits,ndhF,Chloroplast,Chloroplast,ChlNDH,11042.81
Vits,ndhG,Chloroplast,Chloroplast,ChlNDH,97184.62
Vits,ndhH,Chloroplast,Chloroplast,ChlNDH,28443.48
Vits,ndhI,Chloroplast,Chloroplast,ChlNDH,83168.34
Vits,ndhJ,Chloroplast,Chloroplast,ChlNDH,79680.31
Vits,ndhK,Chloroplast,Chloroplast,ChlNDH,53478.11
Vits,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,1869.16
Vits,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,4722.95
Vits,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,5113.24
Vits,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,10770.93
Vits,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,1495.7
Vits,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,5287.17
Vits,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,5155.26
Vits,Clp ATPase,Nuclear,Chloroplast,ClpP,5840.97
Vits,Clp ATPase,Nuclear,Chloroplast,ClpP,6008.28
Vits,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,5790.45
Vits,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,1719.43
Vits,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,785.31
Vits,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,8125.88
Vits,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,1415.1
Vits,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,1333.29
Vits,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,2538.42
Vits,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,1543.16
Vits,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,5400.16
Vits,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,9952.43
Vits,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,9928.72
Vits,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,543.48
Vits,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1232.39
Vits,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,1553.12
Vits,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,1146.52
Vits,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,2772.48
Vits,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,572.46
Arabidopsis_dataset2,AtpB,Chloroplast,Chloroplast,ChlAtp,55493.75
Arabidopsis_dataset2,AtpA,Chloroplast,Chloroplast,ChlAtp,34464.56
Arabidopsis_dataset2,AtpE,Chloroplast,Chloroplast,ChlAtp,54404.37
Arabidopsis_dataset2,AtpF,Chloroplast,Chloroplast,ChlAtp,48849.57
Arabidopsis_dataset2,AtpH,Chloroplast,Chloroplast,ChlAtp,102717.93
Arabidopsis_dataset2,AtpI,Chloroplast,Chloroplast,ChlAtp,23748.41
Arabidopsis_dataset2,ClpP,Chloroplast,Chloroplast,ClpP,178583.76
Arabidopsis_dataset2,ndhA,Chloroplast,Chloroplast,ChlNDH,18618.83
